Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Survival Ratio by Education"
"Survivorship of population in a particular education group and by five-year age group. Available by level of educational attainment, in all scenarios, and at all geographical scales. It is expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Sex","Education","Ratio"
"SSP3","Zambia","2020-2025","5--9","Male","Incomplete Primary",98.8
"SSP3","Zambia","2025-2030","5--9","Male","Incomplete Primary",98.8
"SSP3","Zambia","2030-2035","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2035-2040","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2040-2045","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2045-2050","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2050-2055","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2055-2060","5--9","Male","Incomplete Primary",98.7
"SSP3","Zambia","2060-2065","5--9","Male","Incomplete Primary",98.9
"SSP3","Zambia","2065-2070","5--9","Male","Incomplete Primary",98.8
"SSP3","Zambia","2070-2075","5--9","Male","Incomplete Primary",98.8
"SSP3","Zambia","2015-2020","10--14","Male","Incomplete Primary",98.9
"SSP3","Zambia","2020-2025","10--14","Male","Incomplete Primary",98.7
"SSP3","Zambia","2025-2030","10--14","Male","Incomplete Primary",98.7
"SSP3","Zambia","2030-2035","10--14","Male","Incomplete Primary",98.7
"SSP3","Zambia","2035-2040","10--14","Male","Incomplete Primary",98.6
"SSP3","Zambia","2040-2045","10--14","Male","Incomplete Primary",98.6
"SSP3","Zambia","2045-2050","10--14","Male","Incomplete Primary",98.6
"SSP3","Zambia","2050-2055","10--14","Male","Incomplete Primary",98.6
"SSP3","Zambia","2055-2060","10--14","Male","Incomplete Primary",98.5
"SSP3","Zambia","2060-2065","10--14","Male","Incomplete Primary",98.9
"SSP3","Zambia","2065-2070","10--14","Male","Incomplete Primary",98.9
"SSP3","Zambia","2070-2075","10--14","Male","Incomplete Primary",98.8
"SSP3","Zambia","2015-2020","15--19","Male","Incomplete Primary",98.1
"SSP3","Zambia","2020-2025","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2025-2030","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2030-2035","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2035-2040","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2040-2045","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2045-2050","15--19","Male","Incomplete Primary",98.1
"SSP3","Zambia","2050-2055","15--19","Male","Incomplete Primary",98.1
"SSP3","Zambia","2055-2060","15--19","Male","Incomplete Primary",98.1
"SSP3","Zambia","2060-2065","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2065-2070","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2070-2075","15--19","Male","Incomplete Primary",98
"SSP3","Zambia","2015-2020","20--24","Male","Incomplete Primary",97.3
"SSP3","Zambia","2020-2025","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2025-2030","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2030-2035","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2035-2040","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2040-2045","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2045-2050","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2050-2055","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2055-2060","20--24","Male","Incomplete Primary",97.3
"SSP3","Zambia","2060-2065","20--24","Male","Incomplete Primary",97.3
"SSP3","Zambia","2065-2070","20--24","Male","Incomplete Primary",97.3
"SSP3","Zambia","2070-2075","20--24","Male","Incomplete Primary",97.2
"SSP3","Zambia","2015-2020","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2020-2025","25--29","Male","Incomplete Primary",96.4
"SSP3","Zambia","2025-2030","25--29","Male","Incomplete Primary",96.4
"SSP3","Zambia","2030-2035","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2035-2040","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2040-2045","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2045-2050","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2050-2055","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2055-2060","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2060-2065","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2065-2070","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2070-2075","25--29","Male","Incomplete Primary",96.5
"SSP3","Zambia","2015-2020","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2020-2025","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2025-2030","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2030-2035","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2035-2040","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2040-2045","30--34","Male","Incomplete Primary",95.3
"SSP3","Zambia","2045-2050","30--34","Male","Incomplete Primary",95.3
"SSP3","Zambia","2050-2055","30--34","Male","Incomplete Primary",95.4
"SSP3","Zambia","2055-2060","30--34","Male","Incomplete Primary",95.4
"SSP3","Zambia","2060-2065","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2065-2070","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2070-2075","30--34","Male","Incomplete Primary",95.2
"SSP3","Zambia","2015-2020","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2020-2025","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2025-2030","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2030-2035","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2035-2040","35--39","Male","Incomplete Primary",94
"SSP3","Zambia","2040-2045","35--39","Male","Incomplete Primary",94
"SSP3","Zambia","2045-2050","35--39","Male","Incomplete Primary",94.1
"SSP3","Zambia","2050-2055","35--39","Male","Incomplete Primary",94.1
"SSP3","Zambia","2055-2060","35--39","Male","Incomplete Primary",94.2
"SSP3","Zambia","2060-2065","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2065-2070","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2070-2075","35--39","Male","Incomplete Primary",93.9
"SSP3","Zambia","2015-2020","40--44","Male","Incomplete Primary",93.2
"SSP3","Zambia","2020-2025","40--44","Male","Incomplete Primary",93
"SSP3","Zambia","2025-2030","40--44","Male","Incomplete Primary",93
"SSP3","Zambia","2030-2035","40--44","Male","Incomplete Primary",93.1
"SSP3","Zambia","2035-2040","40--44","Male","Incomplete Primary",93.1
"SSP3","Zambia","2040-2045","40--44","Male","Incomplete Primary",93.2
"SSP3","Zambia","2045-2050","40--44","Male","Incomplete Primary",93.2
"SSP3","Zambia","2050-2055","40--44","Male","Incomplete Primary",93.3
"SSP3","Zambia","2055-2060","40--44","Male","Incomplete Primary",93.3
"SSP3","Zambia","2060-2065","40--44","Male","Incomplete Primary",93.2
"SSP3","Zambia","2065-2070","40--44","Male","Incomplete Primary",93.2
"SSP3","Zambia","2070-2075","40--44","Male","Incomplete Primary",93.1
"SSP3","Zambia","2015-2020","45--49","Male","Incomplete Primary",92.2
"SSP3","Zambia","2020-2025","45--49","Male","Incomplete Primary",92
"SSP3","Zambia","2025-2030","45--49","Male","Incomplete Primary",91.9
"SSP3","Zambia","2030-2035","45--49","Male","Incomplete Primary",91.9
"SSP3","Zambia","2035-2040","45--49","Male","Incomplete Primary",92
"SSP3","Zambia","2040-2045","45--49","Male","Incomplete Primary",92
"SSP3","Zambia","2045-2050","45--49","Male","Incomplete Primary",92
"SSP3","Zambia","2050-2055","45--49","Male","Incomplete Primary",92.1
"SSP3","Zambia","2055-2060","45--49","Male","Incomplete Primary",92.1
"SSP3","Zambia","2060-2065","45--49","Male","Incomplete Primary",92.2
"SSP3","Zambia","2065-2070","45--49","Male","Incomplete Primary",92.2
"SSP3","Zambia","2070-2075","45--49","Male","Incomplete Primary",92.2
"SSP3","Zambia","2015-2020","50--54","Male","Incomplete Primary",91.1
"SSP3","Zambia","2020-2025","50--54","Male","Incomplete Primary",90.8
"SSP3","Zambia","2025-2030","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2030-2035","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2035-2040","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2040-2045","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2045-2050","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2050-2055","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2055-2060","50--54","Male","Incomplete Primary",90.7
"SSP3","Zambia","2060-2065","50--54","Male","Incomplete Primary",91.1
"SSP3","Zambia","2065-2070","50--54","Male","Incomplete Primary",91.1
"SSP3","Zambia","2070-2075","50--54","Male","Incomplete Primary",91.1
"SSP3","Zambia","2015-2020","55--59","Male","Incomplete Primary",89.2
"SSP3","Zambia","2020-2025","55--59","Male","Incomplete Primary",88.9
"SSP3","Zambia","2025-2030","55--59","Male","Incomplete Primary",88.8
"SSP3","Zambia","2030-2035","55--59","Male","Incomplete Primary",88.8
"SSP3","Zambia","2035-2040","55--59","Male","Incomplete Primary",88.7
"SSP3","Zambia","2040-2045","55--59","Male","Incomplete Primary",88.7
"SSP3","Zambia","2045-2050","55--59","Male","Incomplete Primary",88.7
"SSP3","Zambia","2050-2055","55--59","Male","Incomplete Primary",88.7
"SSP3","Zambia","2055-2060","55--59","Male","Incomplete Primary",88.6
"SSP3","Zambia","2060-2065","55--59","Male","Incomplete Primary",89.2
"SSP3","Zambia","2065-2070","55--59","Male","Incomplete Primary",89.2
"SSP3","Zambia","2070-2075","55--59","Male","Incomplete Primary",89.2
"SSP3","Zambia","2015-2020","60--64","Male","Incomplete Primary",85.5
"SSP3","Zambia","2020-2025","60--64","Male","Incomplete Primary",85.2
"SSP3","Zambia","2025-2030","60--64","Male","Incomplete Primary",85.1
"SSP3","Zambia","2030-2035","60--64","Male","Incomplete Primary",85
"SSP3","Zambia","2035-2040","60--64","Male","Incomplete Primary",85
"SSP3","Zambia","2040-2045","60--64","Male","Incomplete Primary",84.9
"SSP3","Zambia","2045-2050","60--64","Male","Incomplete Primary",84.8
"SSP3","Zambia","2050-2055","60--64","Male","Incomplete Primary",84.8
"SSP3","Zambia","2055-2060","60--64","Male","Incomplete Primary",84.7
"SSP3","Zambia","2060-2065","60--64","Male","Incomplete Primary",85.5
"SSP3","Zambia","2065-2070","60--64","Male","Incomplete Primary",85.5
"SSP3","Zambia","2070-2075","60--64","Male","Incomplete Primary",85.5
"SSP3","Zambia","2015-2020","65--69","Male","Incomplete Primary",79.7
"SSP3","Zambia","2020-2025","65--69","Male","Incomplete Primary",79.5
"SSP3","Zambia","2025-2030","65--69","Male","Incomplete Primary",79.5
"SSP3","Zambia","2030-2035","65--69","Male","Incomplete Primary",79.4
"SSP3","Zambia","2035-2040","65--69","Male","Incomplete Primary",79.3
"SSP3","Zambia","2040-2045","65--69","Male","Incomplete Primary",79.2
"SSP3","Zambia","2045-2050","65--69","Male","Incomplete Primary",79.2
"SSP3","Zambia","2050-2055","65--69","Male","Incomplete Primary",79.1
"SSP3","Zambia","2055-2060","65--69","Male","Incomplete Primary",79
"SSP3","Zambia","2060-2065","65--69","Male","Incomplete Primary",79.6
"SSP3","Zambia","2065-2070","65--69","Male","Incomplete Primary",79.6
"SSP3","Zambia","2070-2075","65--69","Male","Incomplete Primary",79.7
"SSP3","Zambia","2015-2020","70--74","Male","Incomplete Primary",70.9
"SSP3","Zambia","2020-2025","70--74","Male","Incomplete Primary",71
"SSP3","Zambia","2025-2030","70--74","Male","Incomplete Primary",71
"SSP3","Zambia","2030-2035","70--74","Male","Incomplete Primary",70.9
"SSP3","Zambia","2035-2040","70--74","Male","Incomplete Primary",70.9
"SSP3","Zambia","2040-2045","70--74","Male","Incomplete Primary",70.8
"SSP3","Zambia","2045-2050","70--74","Male","Incomplete Primary",70.8
"SSP3","Zambia","2050-2055","70--74","Male","Incomplete Primary",70.7
"SSP3","Zambia","2055-2060","70--74","Male","Incomplete Primary",70.6
"SSP3","Zambia","2060-2065","70--74","Male","Incomplete Primary",70.8
"SSP3","Zambia","2065-2070","70--74","Male","Incomplete Primary",70.8
"SSP3","Zambia","2070-2075","70--74","Male","Incomplete Primary",70.8
"SSP3","Zambia","2015-2020","75--79","Male","Incomplete Primary",58.9
"SSP3","Zambia","2020-2025","75--79","Male","Incomplete Primary",59.2
"SSP3","Zambia","2025-2030","75--79","Male","Incomplete Primary",59.2
"SSP3","Zambia","2030-2035","75--79","Male","Incomplete Primary",59.2
"SSP3","Zambia","2035-2040","75--79","Male","Incomplete Primary",59.2
"SSP3","Zambia","2040-2045","75--79","Male","Incomplete Primary",59.2
"SSP3","Zambia","2045-2050","75--79","Male","Incomplete Primary",59.1
"SSP3","Zambia","2050-2055","75--79","Male","Incomplete Primary",59.1
"SSP3","Zambia","2055-2060","75--79","Male","Incomplete Primary",59.1
"SSP3","Zambia","2060-2065","75--79","Male","Incomplete Primary",58.8
"SSP3","Zambia","2065-2070","75--79","Male","Incomplete Primary",58.7
"SSP3","Zambia","2070-2075","75--79","Male","Incomplete Primary",58.7
"SSP3","Zambia","2015-2020","80--84","Male","Incomplete Primary",43.8
"SSP3","Zambia","2020-2025","80--84","Male","Incomplete Primary",44.3
"SSP3","Zambia","2025-2030","80--84","Male","Incomplete Primary",44.4
"SSP3","Zambia","2030-2035","80--84","Male","Incomplete Primary",44.4
"SSP3","Zambia","2035-2040","80--84","Male","Incomplete Primary",44.4
"SSP3","Zambia","2040-2045","80--84","Male","Incomplete Primary",44.5
"SSP3","Zambia","2045-2050","80--84","Male","Incomplete Primary",44.5
"SSP3","Zambia","2050-2055","80--84","Male","Incomplete Primary",44.5
"SSP3","Zambia","2055-2060","80--84","Male","Incomplete Primary",44.5
"SSP3","Zambia","2060-2065","80--84","Male","Incomplete Primary",43.8
"SSP3","Zambia","2065-2070","80--84","Male","Incomplete Primary",43.8
"SSP3","Zambia","2070-2075","80--84","Male","Incomplete Primary",43.8
"SSP3","Zambia","2015-2020","85--89","Male","Incomplete Primary",28.4
"SSP3","Zambia","2020-2025","85--89","Male","Incomplete Primary",28.9
"SSP3","Zambia","2025-2030","85--89","Male","Incomplete Primary",29
"SSP3","Zambia","2030-2035","85--89","Male","Incomplete Primary",29
"SSP3","Zambia","2035-2040","85--89","Male","Incomplete Primary",29
"SSP3","Zambia","2040-2045","85--89","Male","Incomplete Primary",29.1
"SSP3","Zambia","2045-2050","85--89","Male","Incomplete Primary",29.1
"SSP3","Zambia","2050-2055","85--89","Male","Incomplete Primary",29.2
"SSP3","Zambia","2055-2060","85--89","Male","Incomplete Primary",29.2
"SSP3","Zambia","2060-2065","85--89","Male","Incomplete Primary",28.4
"SSP3","Zambia","2065-2070","85--89","Male","Incomplete Primary",28.4
"SSP3","Zambia","2070-2075","85--89","Male","Incomplete Primary",28.4
"SSP3","Zambia","2015-2020","90--94","Male","Incomplete Primary",15.8
"SSP3","Zambia","2020-2025","90--94","Male","Incomplete Primary",16.2
"SSP3","Zambia","2025-2030","90--94","Male","Incomplete Primary",16.3
"SSP3","Zambia","2030-2035","90--94","Male","Incomplete Primary",16.3
"SSP3","Zambia","2035-2040","90--94","Male","Incomplete Primary",16.3
"SSP3","Zambia","2040-2045","90--94","Male","Incomplete Primary",16.4
"SSP3","Zambia","2045-2050","90--94","Male","Incomplete Primary",16.4
"SSP3","Zambia","2050-2055","90--94","Male","Incomplete Primary",16.4
"SSP3","Zambia","2055-2060","90--94","Male","Incomplete Primary",16.5
"SSP3","Zambia","2060-2065","90--94","Male","Incomplete Primary",15.8
"SSP3","Zambia","2065-2070","90--94","Male","Incomplete Primary",15.9
"SSP3","Zambia","2070-2075","90--94","Male","Incomplete Primary",15.9
"SSP3","Zambia","2015-2020","95--99","Male","Incomplete Primary",8.3
"SSP3","Zambia","2020-2025","95--99","Male","Incomplete Primary",8.5
"SSP3","Zambia","2025-2030","95--99","Male","Incomplete Primary",8.5
"SSP3","Zambia","2030-2035","95--99","Male","Incomplete Primary",8.5
"SSP3","Zambia","2035-2040","95--99","Male","Incomplete Primary",8.6
"SSP3","Zambia","2040-2045","95--99","Male","Incomplete Primary",8.6
"SSP3","Zambia","2045-2050","95--99","Male","Incomplete Primary",8.6
"SSP3","Zambia","2050-2055","95--99","Male","Incomplete Primary",8.6
"SSP3","Zambia","2055-2060","95--99","Male","Incomplete Primary",8.6
"SSP3","Zambia","2060-2065","95--99","Male","Incomplete Primary",8.3
"SSP3","Zambia","2065-2070","95--99","Male","Incomplete Primary",8.4
"SSP3","Zambia","2070-2075","95--99","Male","Incomplete Primary",8.4
"SSP3","Zambia","2015-2020","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2020-2025","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2025-2030","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2030-2035","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2035-2040","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2040-2045","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2045-2050","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2050-2055","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2055-2060","100+","Male","Incomplete Primary",5.47783717893416
"SSP3","Zambia","2060-2065","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2065-2070","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2070-2075","100+","Male","Incomplete Primary",5.48327422530652
"SSP3","Zambia","2015-2020","Newborn","Female","Incomplete Primary",94.3
"SSP3","Zambia","2020-2025","Newborn","Female","Incomplete Primary",93.1
"SSP3","Zambia","2025-2030","Newborn","Female","Incomplete Primary",93
"SSP3","Zambia","2030-2035","Newborn","Female","Incomplete Primary",93
"SSP3","Zambia","2035-2040","Newborn","Female","Incomplete Primary",92.9
"SSP3","Zambia","2040-2045","Newborn","Female","Incomplete Primary",92.8
"SSP3","Zambia","2045-2050","Newborn","Female","Incomplete Primary",92.8
"SSP3","Zambia","2050-2055","Newborn","Female","Incomplete Primary",92.8
"SSP3","Zambia","2055-2060","Newborn","Female","Incomplete Primary",92.8
"SSP3","Zambia","2060-2065","Newborn","Female","Incomplete Primary",94.2
"SSP3","Zambia","2065-2070","Newborn","Female","Incomplete Primary",94
"SSP3","Zambia","2070-2075","Newborn","Female","Incomplete Primary",93.9
"SSP3","Zambia","2015-2020","0--4","Female","Incomplete Primary",98.3
"SSP3","Zambia","2020-2025","0--4","Female","Incomplete Primary",97.9
"SSP3","Zambia","2025-2030","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2030-2035","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2035-2040","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2040-2045","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2045-2050","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2050-2055","0--4","Female","Incomplete Primary",97.8
"SSP3","Zambia","2055-2060","0--4","Female","Incomplete Primary",97.9
"SSP3","Zambia","2060-2065","0--4","Female","Incomplete Primary",98.1
"SSP3","Zambia","2065-2070","0--4","Female","Incomplete Primary",98.1
"SSP3","Zambia","2070-2075","0--4","Female","Incomplete Primary",98
"SSP3","Zambia","2015-2020","5--9","Female","Incomplete Primary",99.1
"SSP3","Zambia","2020-2025","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2025-2030","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2030-2035","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2035-2040","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2040-2045","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2045-2050","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2050-2055","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2055-2060","5--9","Female","Incomplete Primary",98.9
"SSP3","Zambia","2060-2065","5--9","Female","Incomplete Primary",99.1
"SSP3","Zambia","2065-2070","5--9","Female","Incomplete Primary",99
"SSP3","Zambia","2070-2075","5--9","Female","Incomplete Primary",99
"SSP3","Zambia","2015-2020","10--14","Female","Incomplete Primary",99.2
"SSP3","Zambia","2020-2025","10--14","Female","Incomplete Primary",98.9
"SSP3","Zambia","2025-2030","10--14","Female","Incomplete Primary",98.9
"SSP3","Zambia","2030-2035","10--14","Female","Incomplete Primary",98.9
"SSP3","Zambia","2035-2040","10--14","Female","Incomplete Primary",98.9
"SSP3","Zambia","2040-2045","10--14","Female","Incomplete Primary",98.8
"SSP3","Zambia","2045-2050","10--14","Female","Incomplete Primary",98.8
"SSP3","Zambia","2050-2055","10--14","Female","Incomplete Primary",98.8
"SSP3","Zambia","2055-2060","10--14","Female","Incomplete Primary",98.8
"SSP3","Zambia","2060-2065","10--14","Female","Incomplete Primary",99.2
"SSP3","Zambia","2065-2070","10--14","Female","Incomplete Primary",99.2
"SSP3","Zambia","2070-2075","10--14","Female","Incomplete Primary",99.1
"SSP3","Zambia","2015-2020","15--19","Female","Incomplete Primary",98.8
"SSP3","Zambia","2020-2025","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2025-2030","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2030-2035","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2035-2040","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2040-2045","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2045-2050","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2050-2055","15--19","Female","Incomplete Primary",98.8
"SSP3","Zambia","2055-2060","15--19","Female","Incomplete Primary",98.8
"SSP3","Zambia","2060-2065","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2065-2070","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2070-2075","15--19","Female","Incomplete Primary",98.7
"SSP3","Zambia","2015-2020","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2020-2025","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2025-2030","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2030-2035","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2035-2040","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2040-2045","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2045-2050","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2050-2055","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2055-2060","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2060-2065","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2065-2070","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2070-2075","20--24","Female","Incomplete Primary",98.2
"SSP3","Zambia","2015-2020","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2020-2025","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2025-2030","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2030-2035","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2035-2040","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2040-2045","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2045-2050","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2050-2055","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2055-2060","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2060-2065","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2065-2070","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2070-2075","25--29","Female","Incomplete Primary",97.7
"SSP3","Zambia","2015-2020","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2020-2025","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2025-2030","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2030-2035","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2035-2040","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2040-2045","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2045-2050","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2050-2055","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2055-2060","30--34","Female","Incomplete Primary",97.2
"SSP3","Zambia","2060-2065","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2065-2070","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2070-2075","30--34","Female","Incomplete Primary",97.1
"SSP3","Zambia","2015-2020","35--39","Female","Incomplete Primary",96.5
"SSP3","Zambia","2020-2025","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2025-2030","35--39","Female","Incomplete Primary",96.3
"SSP3","Zambia","2030-2035","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2035-2040","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2040-2045","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2045-2050","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2050-2055","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2055-2060","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2060-2065","35--39","Female","Incomplete Primary",96.5
"SSP3","Zambia","2065-2070","35--39","Female","Incomplete Primary",96.5
"SSP3","Zambia","2070-2075","35--39","Female","Incomplete Primary",96.4
"SSP3","Zambia","2015-2020","40--44","Female","Incomplete Primary",96
"SSP3","Zambia","2020-2025","40--44","Female","Incomplete Primary",95.8
"SSP3","Zambia","2025-2030","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2030-2035","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2035-2040","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2040-2045","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2045-2050","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2050-2055","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2055-2060","40--44","Female","Incomplete Primary",95.7
"SSP3","Zambia","2060-2065","40--44","Female","Incomplete Primary",96
"SSP3","Zambia","2065-2070","40--44","Female","Incomplete Primary",96
"SSP3","Zambia","2070-2075","40--44","Female","Incomplete Primary",95.9
"SSP3","Zambia","2015-2020","45--49","Female","Incomplete Primary",95.4
"SSP3","Zambia","2020-2025","45--49","Female","Incomplete Primary",95
"SSP3","Zambia","2025-2030","45--49","Female","Incomplete Primary",95
"SSP3","Zambia","2030-2035","45--49","Female","Incomplete Primary",94.9
"SSP3","Zambia","2035-2040","45--49","Female","Incomplete Primary",94.9
"SSP3","Zambia","2040-2045","45--49","Female","Incomplete Primary",94.9
"SSP3","Zambia","2045-2050","45--49","Female","Incomplete Primary",94.9
"SSP3","Zambia","2050-2055","45--49","Female","Incomplete Primary",94.8
"SSP3","Zambia","2055-2060","45--49","Female","Incomplete Primary",94.8
"SSP3","Zambia","2060-2065","45--49","Female","Incomplete Primary",95.4
"SSP3","Zambia","2065-2070","45--49","Female","Incomplete Primary",95.4
"SSP3","Zambia","2070-2075","45--49","Female","Incomplete Primary",95.3
"SSP3","Zambia","2015-2020","50--54","Female","Incomplete Primary",94.5
"SSP3","Zambia","2020-2025","50--54","Female","Incomplete Primary",94
