Source: Wittgenstein Centre for Demography and Global Human Capital (2018). Wittgenstein Centre Data Explorer Version 2.0
Available at: www.wittgensteincentre.org/dataexplorer 

""
"Age-Specific Survival Ratio by Education"
"Survivorship of population in a particular education group and by five-year age group. Available by level of educational attainment, in all scenarios, and at all geographical scales. It is expressed as a percentage."
"Multiple Scenarios"
" "
"Scenario","Area","Period","Age","Sex","Education","Ratio"
"SSP2","Zambia","2060-2065","100+","Male","Post Secondary",5.48327565907235
"SSP2","Zambia","2065-2070","100+","Male","Post Secondary",5.48327565907235
"SSP2","Zambia","2070-2075","100+","Male","Post Secondary",5.47783855816472
"SSP2","Zambia","2015-2020","Newborn","Female","Post Secondary",97.3
"SSP2","Zambia","2020-2025","Newborn","Female","Post Secondary",97.9
"SSP2","Zambia","2025-2030","Newborn","Female","Post Secondary",97.9
"SSP2","Zambia","2030-2035","Newborn","Female","Post Secondary",98
"SSP2","Zambia","2035-2040","Newborn","Female","Post Secondary",98.1
"SSP2","Zambia","2040-2045","Newborn","Female","Post Secondary",98.1
"SSP2","Zambia","2045-2050","Newborn","Female","Post Secondary",98.2
"SSP2","Zambia","2050-2055","Newborn","Female","Post Secondary",98.2
"SSP2","Zambia","2055-2060","Newborn","Female","Post Secondary",98.3
"SSP2","Zambia","2060-2065","Newborn","Female","Post Secondary",97.4
"SSP2","Zambia","2065-2070","Newborn","Female","Post Secondary",97.5
"SSP2","Zambia","2070-2075","Newborn","Female","Post Secondary",97.6
"SSP2","Zambia","2015-2020","0--4","Female","Post Secondary",98.4
"SSP2","Zambia","2020-2025","0--4","Female","Post Secondary",99.5
"SSP2","Zambia","2025-2030","0--4","Female","Post Secondary",99.5
"SSP2","Zambia","2030-2035","0--4","Female","Post Secondary",99.6
"SSP2","Zambia","2035-2040","0--4","Female","Post Secondary",99.6
"SSP2","Zambia","2040-2045","0--4","Female","Post Secondary",99.6
"SSP2","Zambia","2045-2050","0--4","Female","Post Secondary",99.6
"SSP2","Zambia","2050-2055","0--4","Female","Post Secondary",99.6
"SSP2","Zambia","2055-2060","0--4","Female","Post Secondary",99.7
"SSP2","Zambia","2060-2065","0--4","Female","Post Secondary",99.3
"SSP2","Zambia","2065-2070","0--4","Female","Post Secondary",99.3
"SSP2","Zambia","2070-2075","0--4","Female","Post Secondary",99.3
"SSP2","Zambia","2015-2020","5--9","Female","Post Secondary",99.2
"SSP2","Zambia","2020-2025","5--9","Female","Post Secondary",99.7
"SSP2","Zambia","2025-2030","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2030-2035","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2035-2040","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2040-2045","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2045-2050","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2050-2055","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2055-2060","5--9","Female","Post Secondary",99.8
"SSP2","Zambia","2060-2065","5--9","Female","Post Secondary",99.2
"SSP2","Zambia","2065-2070","5--9","Female","Post Secondary",99.6
"SSP2","Zambia","2070-2075","5--9","Female","Post Secondary",99.6
"SSP2","Zambia","2015-2020","10--14","Female","Post Secondary",99.2
"SSP2","Zambia","2020-2025","10--14","Female","Post Secondary",99.7
"SSP2","Zambia","2025-2030","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2030-2035","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2035-2040","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2040-2045","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2045-2050","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2050-2055","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2055-2060","10--14","Female","Post Secondary",99.8
"SSP2","Zambia","2060-2065","10--14","Female","Post Secondary",99.3
"SSP2","Zambia","2065-2070","10--14","Female","Post Secondary",99.3
"SSP2","Zambia","2070-2075","10--14","Female","Post Secondary",99.7
"SSP2","Zambia","2015-2020","15--19","Female","Post Secondary",99.2
"SSP2","Zambia","2020-2025","15--19","Female","Post Secondary",99.5
"SSP2","Zambia","2025-2030","15--19","Female","Post Secondary",99.5
"SSP2","Zambia","2030-2035","15--19","Female","Post Secondary",99.5
"SSP2","Zambia","2035-2040","15--19","Female","Post Secondary",99.5
"SSP2","Zambia","2040-2045","15--19","Female","Post Secondary",99.6
"SSP2","Zambia","2045-2050","15--19","Female","Post Secondary",99.6
"SSP2","Zambia","2050-2055","15--19","Female","Post Secondary",99.6
"SSP2","Zambia","2055-2060","15--19","Female","Post Secondary",99.6
"SSP2","Zambia","2060-2065","15--19","Female","Post Secondary",99.2
"SSP2","Zambia","2065-2070","15--19","Female","Post Secondary",99.2
"SSP2","Zambia","2070-2075","15--19","Female","Post Secondary",99.3
"SSP2","Zambia","2015-2020","20--24","Female","Post Secondary",98.8
"SSP2","Zambia","2020-2025","20--24","Female","Post Secondary",99.1
"SSP2","Zambia","2025-2030","20--24","Female","Post Secondary",99.2
"SSP2","Zambia","2030-2035","20--24","Female","Post Secondary",99.2
"SSP2","Zambia","2035-2040","20--24","Female","Post Secondary",99.3
"SSP2","Zambia","2040-2045","20--24","Female","Post Secondary",99.3
"SSP2","Zambia","2045-2050","20--24","Female","Post Secondary",99.4
"SSP2","Zambia","2050-2055","20--24","Female","Post Secondary",99.4
"SSP2","Zambia","2055-2060","20--24","Female","Post Secondary",99.4
"SSP2","Zambia","2060-2065","20--24","Female","Post Secondary",98.8
"SSP2","Zambia","2065-2070","20--24","Female","Post Secondary",98.8
"SSP2","Zambia","2070-2075","20--24","Female","Post Secondary",98.9
"SSP2","Zambia","2015-2020","25--29","Female","Post Secondary",98.5
"SSP2","Zambia","2020-2025","25--29","Female","Post Secondary",98.9
"SSP2","Zambia","2025-2030","25--29","Female","Post Secondary",99
"SSP2","Zambia","2030-2035","25--29","Female","Post Secondary",99
"SSP2","Zambia","2035-2040","25--29","Female","Post Secondary",99.1
"SSP2","Zambia","2040-2045","25--29","Female","Post Secondary",99.2
"SSP2","Zambia","2045-2050","25--29","Female","Post Secondary",99.2
"SSP2","Zambia","2050-2055","25--29","Female","Post Secondary",99.2
"SSP2","Zambia","2055-2060","25--29","Female","Post Secondary",99.3
"SSP2","Zambia","2060-2065","25--29","Female","Post Secondary",98.5
"SSP2","Zambia","2065-2070","25--29","Female","Post Secondary",98.5
"SSP2","Zambia","2070-2075","25--29","Female","Post Secondary",98.6
"SSP2","Zambia","2015-2020","30--34","Female","Post Secondary",98.1
"SSP2","Zambia","2020-2025","30--34","Female","Post Secondary",98.7
"SSP2","Zambia","2025-2030","30--34","Female","Post Secondary",98.7
"SSP2","Zambia","2030-2035","30--34","Female","Post Secondary",98.8
"SSP2","Zambia","2035-2040","30--34","Female","Post Secondary",98.9
"SSP2","Zambia","2040-2045","30--34","Female","Post Secondary",99
"SSP2","Zambia","2045-2050","30--34","Female","Post Secondary",99
"SSP2","Zambia","2050-2055","30--34","Female","Post Secondary",99.1
"SSP2","Zambia","2055-2060","30--34","Female","Post Secondary",99.1
"SSP2","Zambia","2060-2065","30--34","Female","Post Secondary",98.1
"SSP2","Zambia","2065-2070","30--34","Female","Post Secondary",98.2
"SSP2","Zambia","2070-2075","30--34","Female","Post Secondary",98.3
"SSP2","Zambia","2015-2020","35--39","Female","Post Secondary",97.6
"SSP2","Zambia","2020-2025","35--39","Female","Post Secondary",98.3
"SSP2","Zambia","2025-2030","35--39","Female","Post Secondary",98.4
"SSP2","Zambia","2030-2035","35--39","Female","Post Secondary",98.5
"SSP2","Zambia","2035-2040","35--39","Female","Post Secondary",98.6
"SSP2","Zambia","2040-2045","35--39","Female","Post Secondary",98.6
"SSP2","Zambia","2045-2050","35--39","Female","Post Secondary",98.7
"SSP2","Zambia","2050-2055","35--39","Female","Post Secondary",98.8
"SSP2","Zambia","2055-2060","35--39","Female","Post Secondary",98.8
"SSP2","Zambia","2060-2065","35--39","Female","Post Secondary",97.7
"SSP2","Zambia","2065-2070","35--39","Female","Post Secondary",97.7
"SSP2","Zambia","2070-2075","35--39","Female","Post Secondary",97.8
"SSP2","Zambia","2015-2020","40--44","Female","Post Secondary",97.2
"SSP2","Zambia","2020-2025","40--44","Female","Post Secondary",97.9
"SSP2","Zambia","2025-2030","40--44","Female","Post Secondary",98
"SSP2","Zambia","2030-2035","40--44","Female","Post Secondary",98.1
"SSP2","Zambia","2035-2040","40--44","Female","Post Secondary",98.2
"SSP2","Zambia","2040-2045","40--44","Female","Post Secondary",98.3
"SSP2","Zambia","2045-2050","40--44","Female","Post Secondary",98.3
"SSP2","Zambia","2050-2055","40--44","Female","Post Secondary",98.4
"SSP2","Zambia","2055-2060","40--44","Female","Post Secondary",98.5
"SSP2","Zambia","2060-2065","40--44","Female","Post Secondary",97.3
"SSP2","Zambia","2065-2070","40--44","Female","Post Secondary",97.3
"SSP2","Zambia","2070-2075","40--44","Female","Post Secondary",97.3
"SSP2","Zambia","2015-2020","45--49","Female","Post Secondary",96.7
"SSP2","Zambia","2020-2025","45--49","Female","Post Secondary",97.3
"SSP2","Zambia","2025-2030","45--49","Female","Post Secondary",97.4
"SSP2","Zambia","2030-2035","45--49","Female","Post Secondary",97.5
"SSP2","Zambia","2035-2040","45--49","Female","Post Secondary",97.6
"SSP2","Zambia","2040-2045","45--49","Female","Post Secondary",97.7
"SSP2","Zambia","2045-2050","45--49","Female","Post Secondary",97.8
"SSP2","Zambia","2050-2055","45--49","Female","Post Secondary",97.9
"SSP2","Zambia","2055-2060","45--49","Female","Post Secondary",98
"SSP2","Zambia","2060-2065","45--49","Female","Post Secondary",96.8
"SSP2","Zambia","2065-2070","45--49","Female","Post Secondary",96.8
"SSP2","Zambia","2070-2075","45--49","Female","Post Secondary",96.8
"SSP2","Zambia","2015-2020","50--54","Female","Post Secondary",96
"SSP2","Zambia","2020-2025","50--54","Female","Post Secondary",96.4
"SSP2","Zambia","2025-2030","50--54","Female","Post Secondary",96.5
"SSP2","Zambia","2030-2035","50--54","Female","Post Secondary",96.7
"SSP2","Zambia","2035-2040","50--54","Female","Post Secondary",96.8
"SSP2","Zambia","2040-2045","50--54","Female","Post Secondary",96.9
"SSP2","Zambia","2045-2050","50--54","Female","Post Secondary",97.1
"SSP2","Zambia","2050-2055","50--54","Female","Post Secondary",97.2
"SSP2","Zambia","2055-2060","50--54","Female","Post Secondary",97.3
"SSP2","Zambia","2060-2065","50--54","Female","Post Secondary",96
"SSP2","Zambia","2065-2070","50--54","Female","Post Secondary",96
"SSP2","Zambia","2070-2075","50--54","Female","Post Secondary",96.1
"SSP2","Zambia","2015-2020","55--59","Female","Post Secondary",94.7
"SSP2","Zambia","2020-2025","55--59","Female","Post Secondary",95.1
"SSP2","Zambia","2025-2030","55--59","Female","Post Secondary",95.2
"SSP2","Zambia","2030-2035","55--59","Female","Post Secondary",95.4
"SSP2","Zambia","2035-2040","55--59","Female","Post Secondary",95.5
"SSP2","Zambia","2040-2045","55--59","Female","Post Secondary",95.7
"SSP2","Zambia","2045-2050","55--59","Female","Post Secondary",95.9
"SSP2","Zambia","2050-2055","55--59","Female","Post Secondary",96.1
"SSP2","Zambia","2055-2060","55--59","Female","Post Secondary",96.2
"SSP2","Zambia","2060-2065","55--59","Female","Post Secondary",94.7
"SSP2","Zambia","2065-2070","55--59","Female","Post Secondary",94.8
"SSP2","Zambia","2070-2075","55--59","Female","Post Secondary",94.8
"SSP2","Zambia","2015-2020","60--64","Female","Post Secondary",92
"SSP2","Zambia","2020-2025","60--64","Female","Post Secondary",92.7
"SSP2","Zambia","2025-2030","60--64","Female","Post Secondary",92.8
"SSP2","Zambia","2030-2035","60--64","Female","Post Secondary",92.9
"SSP2","Zambia","2035-2040","60--64","Female","Post Secondary",93.1
"SSP2","Zambia","2040-2045","60--64","Female","Post Secondary",93.3
"SSP2","Zambia","2045-2050","60--64","Female","Post Secondary",93.5
"SSP2","Zambia","2050-2055","60--64","Female","Post Secondary",93.8
"SSP2","Zambia","2055-2060","60--64","Female","Post Secondary",94.1
"SSP2","Zambia","2060-2065","60--64","Female","Post Secondary",92.1
"SSP2","Zambia","2065-2070","60--64","Female","Post Secondary",92.1
"SSP2","Zambia","2070-2075","60--64","Female","Post Secondary",92.2
"SSP2","Zambia","2015-2020","65--69","Female","Post Secondary",87.4
"SSP2","Zambia","2020-2025","65--69","Female","Post Secondary",88.5
"SSP2","Zambia","2025-2030","65--69","Female","Post Secondary",88.6
"SSP2","Zambia","2030-2035","65--69","Female","Post Secondary",88.8
"SSP2","Zambia","2035-2040","65--69","Female","Post Secondary",89
"SSP2","Zambia","2040-2045","65--69","Female","Post Secondary",89.2
"SSP2","Zambia","2045-2050","65--69","Female","Post Secondary",89.5
"SSP2","Zambia","2050-2055","65--69","Female","Post Secondary",89.9
"SSP2","Zambia","2055-2060","65--69","Female","Post Secondary",90.3
"SSP2","Zambia","2060-2065","65--69","Female","Post Secondary",87.4
"SSP2","Zambia","2065-2070","65--69","Female","Post Secondary",87.5
"SSP2","Zambia","2070-2075","65--69","Female","Post Secondary",87.6
"SSP2","Zambia","2015-2020","70--74","Female","Post Secondary",79.7
"SSP2","Zambia","2020-2025","70--74","Female","Post Secondary",81.6
"SSP2","Zambia","2025-2030","70--74","Female","Post Secondary",81.8
"SSP2","Zambia","2030-2035","70--74","Female","Post Secondary",82
"SSP2","Zambia","2035-2040","70--74","Female","Post Secondary",82.3
"SSP2","Zambia","2040-2045","70--74","Female","Post Secondary",82.6
"SSP2","Zambia","2045-2050","70--74","Female","Post Secondary",83
"SSP2","Zambia","2050-2055","70--74","Female","Post Secondary",83.5
"SSP2","Zambia","2055-2060","70--74","Female","Post Secondary",84.1
"SSP2","Zambia","2060-2065","70--74","Female","Post Secondary",79.7
"SSP2","Zambia","2065-2070","70--74","Female","Post Secondary",79.7
"SSP2","Zambia","2070-2075","70--74","Female","Post Secondary",79.9
"SSP2","Zambia","2015-2020","75--79","Female","Post Secondary",67.4
"SSP2","Zambia","2020-2025","75--79","Female","Post Secondary",70.2
"SSP2","Zambia","2025-2030","75--79","Female","Post Secondary",70.7
"SSP2","Zambia","2030-2035","75--79","Female","Post Secondary",71.1
"SSP2","Zambia","2035-2040","75--79","Female","Post Secondary",71.5
"SSP2","Zambia","2040-2045","75--79","Female","Post Secondary",72
"SSP2","Zambia","2045-2050","75--79","Female","Post Secondary",72.7
"SSP2","Zambia","2050-2055","75--79","Female","Post Secondary",73.5
"SSP2","Zambia","2055-2060","75--79","Female","Post Secondary",74.4
"SSP2","Zambia","2060-2065","75--79","Female","Post Secondary",67.5
"SSP2","Zambia","2065-2070","75--79","Female","Post Secondary",67.6
"SSP2","Zambia","2070-2075","75--79","Female","Post Secondary",67.7
"SSP2","Zambia","2015-2020","80--84","Female","Post Secondary",50.9
"SSP2","Zambia","2020-2025","80--84","Female","Post Secondary",54.2
"SSP2","Zambia","2025-2030","80--84","Female","Post Secondary",54.8
"SSP2","Zambia","2030-2035","80--84","Female","Post Secondary",55.5
"SSP2","Zambia","2035-2040","80--84","Female","Post Secondary",56.2
"SSP2","Zambia","2040-2045","80--84","Female","Post Secondary",56.9
"SSP2","Zambia","2045-2050","80--84","Female","Post Secondary",58
"SSP2","Zambia","2050-2055","80--84","Female","Post Secondary",59.1
"SSP2","Zambia","2055-2060","80--84","Female","Post Secondary",60.3
"SSP2","Zambia","2060-2065","80--84","Female","Post Secondary",51.1
"SSP2","Zambia","2065-2070","80--84","Female","Post Secondary",51.3
"SSP2","Zambia","2070-2075","80--84","Female","Post Secondary",51.5
"SSP2","Zambia","2015-2020","85--89","Female","Post Secondary",34
"SSP2","Zambia","2020-2025","85--89","Female","Post Secondary",36.9
"SSP2","Zambia","2025-2030","85--89","Female","Post Secondary",37.6
"SSP2","Zambia","2030-2035","85--89","Female","Post Secondary",38.4
"SSP2","Zambia","2035-2040","85--89","Female","Post Secondary",39.1
"SSP2","Zambia","2040-2045","85--89","Female","Post Secondary",39.8
"SSP2","Zambia","2045-2050","85--89","Female","Post Secondary",40.9
"SSP2","Zambia","2050-2055","85--89","Female","Post Secondary",42.1
"SSP2","Zambia","2055-2060","85--89","Female","Post Secondary",43.4
"SSP2","Zambia","2060-2065","85--89","Female","Post Secondary",34.2
"SSP2","Zambia","2065-2070","85--89","Female","Post Secondary",34.3
"SSP2","Zambia","2070-2075","85--89","Female","Post Secondary",34.5
"SSP2","Zambia","2015-2020","90--94","Female","Post Secondary",20.1
"SSP2","Zambia","2020-2025","90--94","Female","Post Secondary",22.1
"SSP2","Zambia","2025-2030","90--94","Female","Post Secondary",22.6
"SSP2","Zambia","2030-2035","90--94","Female","Post Secondary",23.2
"SSP2","Zambia","2035-2040","90--94","Female","Post Secondary",23.8
"SSP2","Zambia","2040-2045","90--94","Female","Post Secondary",24.4
"SSP2","Zambia","2045-2050","90--94","Female","Post Secondary",25.4
"SSP2","Zambia","2050-2055","90--94","Female","Post Secondary",26.4
"SSP2","Zambia","2055-2060","90--94","Female","Post Secondary",27.5
"SSP2","Zambia","2060-2065","90--94","Female","Post Secondary",20.2
"SSP2","Zambia","2065-2070","90--94","Female","Post Secondary",20.3
"SSP2","Zambia","2070-2075","90--94","Female","Post Secondary",20.4
"SSP2","Zambia","2015-2020","95--99","Female","Post Secondary",10.6
"SSP2","Zambia","2020-2025","95--99","Female","Post Secondary",11.6
"SSP2","Zambia","2025-2030","95--99","Female","Post Secondary",11.9
"SSP2","Zambia","2030-2035","95--99","Female","Post Secondary",12.2
"SSP2","Zambia","2035-2040","95--99","Female","Post Secondary",12.6
"SSP2","Zambia","2040-2045","95--99","Female","Post Secondary",12.9
"SSP2","Zambia","2045-2050","95--99","Female","Post Secondary",13.5
"SSP2","Zambia","2050-2055","95--99","Female","Post Secondary",14.1
"SSP2","Zambia","2055-2060","95--99","Female","Post Secondary",14.8
"SSP2","Zambia","2060-2065","95--99","Female","Post Secondary",10.6
"SSP2","Zambia","2065-2070","95--99","Female","Post Secondary",10.7
"SSP2","Zambia","2070-2075","95--99","Female","Post Secondary",10.7
"SSP2","Zambia","2015-2020","100+","Female","Post Secondary",5.84719918909202
"SSP2","Zambia","2020-2025","100+","Female","Post Secondary",6.12629999203622
"SSP2","Zambia","2025-2030","100+","Female","Post Secondary",6.21898020076266
"SSP2","Zambia","2030-2035","100+","Female","Post Secondary",6.31147802869148
"SSP2","Zambia","2035-2040","100+","Female","Post Secondary",6.40378029535763
"SSP2","Zambia","2040-2045","100+","Female","Post Secondary",6.58785380196821
"SSP2","Zambia","2045-2050","100+","Female","Post Secondary",6.77120558125771
"SSP2","Zambia","2050-2055","100+","Female","Post Secondary",6.95383986965125
"SSP2","Zambia","2055-2060","100+","Female","Post Secondary",7.22644716257057
"SSP2","Zambia","2060-2065","100+","Female","Post Secondary",5.84719918909202
"SSP2","Zambia","2065-2070","100+","Female","Post Secondary",5.84719918909202
"SSP2","Zambia","2070-2075","100+","Female","Post Secondary",5.84719918909202
"SSP1","Zambia","2015-2020","Newborn","Male","No Education",93.2
"SSP1","Zambia","2020-2025","Newborn","Male","No Education",96
"SSP1","Zambia","2025-2030","Newborn","Male","No Education",96.3
"SSP1","Zambia","2030-2035","Newborn","Male","No Education",96.7
"SSP1","Zambia","2035-2040","Newborn","Male","No Education",97
"SSP1","Zambia","2040-2045","Newborn","Male","No Education",97.2
"SSP1","Zambia","2045-2050","Newborn","Male","No Education",97.4
"SSP1","Zambia","2050-2055","Newborn","Male","No Education",97.5
"SSP1","Zambia","2055-2060","Newborn","Male","No Education",97.8
"SSP1","Zambia","2060-2065","Newborn","Male","No Education",93.7
"SSP1","Zambia","2065-2070","Newborn","Male","No Education",94
"SSP1","Zambia","2070-2075","Newborn","Male","No Education",94.2
"SSP1","Zambia","2015-2020","0--4","Male","No Education",98.1
"SSP1","Zambia","2020-2025","0--4","Male","No Education",99.1
"SSP1","Zambia","2025-2030","0--4","Male","No Education",99.3
"SSP1","Zambia","2030-2035","0--4","Male","No Education",99.4
"SSP1","Zambia","2035-2040","0--4","Male","No Education",99.4
"SSP1","Zambia","2040-2045","0--4","Male","No Education",99.5
"SSP1","Zambia","2045-2050","0--4","Male","No Education",99.5
"SSP1","Zambia","2050-2055","0--4","Male","No Education",99.4
"SSP1","Zambia","2055-2060","0--4","Male","No Education",99.5
"SSP1","Zambia","2060-2065","0--4","Male","No Education",98.1
"SSP1","Zambia","2065-2070","0--4","Male","No Education",98.3
"SSP1","Zambia","2070-2075","0--4","Male","No Education",98.4
"SSP1","Zambia","2015-2020","5--9","Male","No Education",99
"SSP1","Zambia","2020-2025","5--9","Male","No Education",99.5
"SSP1","Zambia","2025-2030","5--9","Male","No Education",99.6
"SSP1","Zambia","2030-2035","5--9","Male","No Education",99.6
"SSP1","Zambia","2035-2040","5--9","Male","No Education",99.7
"SSP1","Zambia","2040-2045","5--9","Male","No Education",99.7
"SSP1","Zambia","2045-2050","5--9","Male","No Education",99.7
"SSP1","Zambia","2050-2055","5--9","Male","No Education",99.7
"SSP1","Zambia","2055-2060","5--9","Male","No Education",99.7
"SSP1","Zambia","2060-2065","5--9","Male","No Education",99.2
"SSP1","Zambia","2065-2070","5--9","Male","No Education",99.1
"SSP1","Zambia","2070-2075","5--9","Male","No Education",99.2
"SSP1","Zambia","2015-2020","10--14","Male","No Education",99
"SSP1","Zambia","2020-2025","10--14","Male","No Education",99.4
"SSP1","Zambia","2025-2030","10--14","Male","No Education",99.4
"SSP1","Zambia","2030-2035","10--14","Male","No Education",99.5
"SSP1","Zambia","2035-2040","10--14","Male","No Education",99.5
"SSP1","Zambia","2040-2045","10--14","Male","No Education",99.6
"SSP1","Zambia","2045-2050","10--14","Male","No Education",99.6
"SSP1","Zambia","2050-2055","10--14","Male","No Education",99.6
"SSP1","Zambia","2055-2060","10--14","Male","No Education",99.7
"SSP1","Zambia","2060-2065","10--14","Male","No Education",99.1
"SSP1","Zambia","2065-2070","10--14","Male","No Education",99.2
"SSP1","Zambia","2070-2075","10--14","Male","No Education",99.1
"SSP1","Zambia","2015-2020","15--19","Male","No Education",98
"SSP1","Zambia","2020-2025","15--19","Male","No Education",98.8
"SSP1","Zambia","2025-2030","15--19","Male","No Education",98.9
"SSP1","Zambia","2030-2035","15--19","Male","No Education",99
"SSP1","Zambia","2035-2040","15--19","Male","No Education",99.1
"SSP1","Zambia","2040-2045","15--19","Male","No Education",99.1
"SSP1","Zambia","2045-2050","15--19","Male","No Education",99.2
"SSP1","Zambia","2050-2055","15--19","Male","No Education",99.4
"SSP1","Zambia","2055-2060","15--19","Male","No Education",99.5
"SSP1","Zambia","2060-2065","15--19","Male","No Education",98
"SSP1","Zambia","2065-2070","15--19","Male","No Education",98.1
"SSP1","Zambia","2070-2075","15--19","Male","No Education",98.2
"SSP1","Zambia","2015-2020","20--24","Male","No Education",97.2
"SSP1","Zambia","2020-2025","20--24","Male","No Education",98.4
"SSP1","Zambia","2025-2030","20--24","Male","No Education",98.5
"SSP1","Zambia","2030-2035","20--24","Male","No Education",98.7
"SSP1","Zambia","2035-2040","20--24","Male","No Education",98.8
"SSP1","Zambia","2040-2045","20--24","Male","No Education",98.9
"SSP1","Zambia","2045-2050","20--24","Male","No Education",99
"SSP1","Zambia","2050-2055","20--24","Male","No Education",99.1
"SSP1","Zambia","2055-2060","20--24","Male","No Education",99.2
"SSP1","Zambia","2060-2065","20--24","Male","No Education",97.3
"SSP1","Zambia","2065-2070","20--24","Male","No Education",97.4
"SSP1","Zambia","2070-2075","20--24","Male","No Education",97.5
"SSP1","Zambia","2015-2020","25--29","Male","No Education",96.4
"SSP1","Zambia","2020-2025","25--29","Male","No Education",98.2
"SSP1","Zambia","2025-2030","25--29","Male","No Education",98.3
"SSP1","Zambia","2030-2035","25--29","Male","No Education",98.5
"SSP1","Zambia","2035-2040","25--29","Male","No Education",98.6
"SSP1","Zambia","2040-2045","25--29","Male","No Education",98.7
"SSP1","Zambia","2045-2050","25--29","Male","No Education",98.8
"SSP1","Zambia","2050-2055","25--29","Male","No Education",98.9
"SSP1","Zambia","2055-2060","25--29","Male","No Education",99.1
"SSP1","Zambia","2060-2065","25--29","Male","No Education",96.6
"SSP1","Zambia","2065-2070","25--29","Male","No Education",96.8
"SSP1","Zambia","2070-2075","25--29","Male","No Education",97
"SSP1","Zambia","2015-2020","30--34","Male","No Education",95.1
"SSP1","Zambia","2020-2025","30--34","Male","No Education",97.8
"SSP1","Zambia","2025-2030","30--34","Male","No Education",98
"SSP1","Zambia","2030-2035","30--34","Male","No Education",98.2
"SSP1","Zambia","2035-2040","30--34","Male","No Education",98.3
"SSP1","Zambia","2040-2045","30--34","Male","No Education",98.5
"SSP1","Zambia","2045-2050","30--34","Male","No Education",98.6
"SSP1","Zambia","2050-2055","30--34","Male","No Education",98.8
"SSP1","Zambia","2055-2060","30--34","Male","No Education",98.9
"SSP1","Zambia","2060-2065","30--34","Male","No Education",95.4
"SSP1","Zambia","2065-2070","30--34","Male","No Education",95.7
"SSP1","Zambia","2070-2075","30--34","Male","No Education",96
"SSP1","Zambia","2015-2020","35--39","Male","No Education",93.8
"SSP1","Zambia","2020-2025","35--39","Male","No Education",97.3
"SSP1","Zambia","2025-2030","35--39","Male","No Education",97.5
"SSP1","Zambia","2030-2035","35--39","Male","No Education",97.7
"SSP1","Zambia","2035-2040","35--39","Male","No Education",97.9
"SSP1","Zambia","2040-2045","35--39","Male","No Education",98.1
"SSP1","Zambia","2045-2050","35--39","Male","No Education",98.3
"SSP1","Zambia","2050-2055","35--39","Male","No Education",98.5
"SSP1","Zambia","2055-2060","35--39","Male","No Education",98.7
"SSP1","Zambia","2060-2065","35--39","Male","No Education",94.1
"SSP1","Zambia","2065-2070","35--39","Male","No Education",94.6
"SSP1","Zambia","2070-2075","35--39","Male","No Education",95
"SSP1","Zambia","2015-2020","40--44","Male","No Education",92.9
"SSP1","Zambia","2020-2025","40--44","Male","No Education",96.7
"SSP1","Zambia","2025-2030","40--44","Male","No Education",96.9
"SSP1","Zambia","2030-2035","40--44","Male","No Education",97.2
"SSP1","Zambia","2035-2040","40--44","Male","No Education",97.4
"SSP1","Zambia","2040-2045","40--44","Male","No Education",97.7
"SSP1","Zambia","2045-2050","40--44","Male","No Education",97.9
"SSP1","Zambia","2050-2055","40--44","Male","No Education",98.1
"SSP1","Zambia","2055-2060","40--44","Male","No Education",98.2
"SSP1","Zambia","2060-2065","40--44","Male","No Education",93.2
"SSP1","Zambia","2065-2070","40--44","Male","No Education",93.8
"SSP1","Zambia","2070-2075","40--44","Male","No Education",94.3
"SSP1","Zambia","2015-2020","45--49","Male","No Education",91.9
"SSP1","Zambia","2020-2025","45--49","Male","No Education",95.4
"SSP1","Zambia","2025-2030","45--49","Male","No Education",95.7
"SSP1","Zambia","2030-2035","45--49","Male","No Education",96
"SSP1","Zambia","2035-2040","45--49","Male","No Education",96.3
"SSP1","Zambia","2040-2045","45--49","Male","No Education",96.7
"SSP1","Zambia","2045-2050","45--49","Male","No Education",97
"SSP1","Zambia","2050-2055","45--49","Male","No Education",97.3
"SSP1","Zambia","2055-2060","45--49","Male","No Education",97.5
"SSP1","Zambia","2060-2065","45--49","Male","No Education",92.1
"SSP1","Zambia","2065-2070","45--49","Male","No Education",92.6
"SSP1","Zambia","2070-2075","45--49","Male","No Education",93.1
"SSP1","Zambia","2015-2020","50--54","Male","No Education",90.7
"SSP1","Zambia","2020-2025","50--54","Male","No Education",93.9
"SSP1","Zambia","2025-2030","50--54","Male","No Education",94.2
"SSP1","Zambia","2030-2035","50--54","Male","No Education",94.6
"SSP1","Zambia","2035-2040","50--54","Male","No Education",95
"SSP1","Zambia","2040-2045","50--54","Male","No Education",95.4
"SSP1","Zambia","2045-2050","50--54","Male","No Education",95.8
