"scenario","area","period","age","sex","education","ratio","age_group","period_min","period_max"
"Universal","Zambia","2035-2040","55--59",1,3,0.942,12,2035,2040
"Universal","Zambia","2040-2045","55--59",1,3,0.946,12,2040,2045
"Universal","Zambia","2045-2050","55--59",1,3,0.951,12,2045,2050
"Universal","Zambia","2050-2055","55--59",1,3,0.955,12,2050,2055
"Universal","Zambia","2055-2060","55--59",1,3,0.959,12,2055,2060
"Universal","Zambia","2060-2065","55--59",1,3,0.901,12,2060,2065
"Universal","Zambia","2065-2070","55--59",1,3,0.904,12,2065,2070
"Universal","Zambia","2070-2075","55--59",1,3,0.907,12,2070,2075
"Universal","Zambia","2015-2020","60--64",1,3,0.863,13,2015,2020
"Universal","Zambia","2020-2025","60--64",1,3,0.894,13,2020,2025
"Universal","Zambia","2025-2030","60--64",1,3,0.899,13,2025,2030
"Universal","Zambia","2030-2035","60--64",1,3,0.904,13,2030,2035
"Universal","Zambia","2035-2040","60--64",1,3,0.91,13,2035,2040
"Universal","Zambia","2040-2045","60--64",1,3,0.916,13,2040,2045
"Universal","Zambia","2045-2050","60--64",1,3,0.922,13,2045,2050
"Universal","Zambia","2050-2055","60--64",1,3,0.929,13,2050,2055
"Universal","Zambia","2055-2060","60--64",1,3,0.935,13,2055,2060
"Universal","Zambia","2060-2065","60--64",1,3,0.865,13,2060,2065
"Universal","Zambia","2065-2070","60--64",1,3,0.867,13,2065,2070
"Universal","Zambia","2070-2075","60--64",1,3,0.87,13,2070,2075
"Universal","Zambia","2015-2020","65--69",1,3,0.807,14,2015,2020
"Universal","Zambia","2020-2025","65--69",1,3,0.842,14,2020,2025
"Universal","Zambia","2025-2030","65--69",1,3,0.849,14,2025,2030
"Universal","Zambia","2030-2035","65--69",1,3,0.856,14,2030,2035
"Universal","Zambia","2035-2040","65--69",1,3,0.863,14,2035,2040
"Universal","Zambia","2040-2045","65--69",1,3,0.872,14,2040,2045
"Universal","Zambia","2045-2050","65--69",1,3,0.88,14,2045,2050
"Universal","Zambia","2050-2055","65--69",1,3,0.889,14,2050,2055
"Universal","Zambia","2055-2060","65--69",1,3,0.897,14,2055,2060
"Universal","Zambia","2060-2065","65--69",1,3,0.809,14,2060,2065
"Universal","Zambia","2065-2070","65--69",1,3,0.811,14,2065,2070
"Universal","Zambia","2070-2075","65--69",1,3,0.814,14,2070,2075
"Universal","Zambia","2015-2020","70--74",1,3,0.721,15,2015,2020
"Universal","Zambia","2020-2025","70--74",1,3,0.763,15,2020,2025
"Universal","Zambia","2025-2030","70--74",1,3,0.773,15,2025,2030
"Universal","Zambia","2030-2035","70--74",1,3,0.782,15,2030,2035
"Universal","Zambia","2035-2040","70--74",1,3,0.792,15,2035,2040
"Universal","Zambia","2040-2045","70--74",1,3,0.805,15,2040,2045
"Universal","Zambia","2045-2050","70--74",1,3,0.816,15,2045,2050
"Universal","Zambia","2050-2055","70--74",1,3,0.827,15,2050,2055
"Universal","Zambia","2055-2060","70--74",1,3,0.838,15,2055,2060
"Universal","Zambia","2060-2065","70--74",1,3,0.724,15,2060,2065
"Universal","Zambia","2065-2070","70--74",1,3,0.726,15,2065,2070
"Universal","Zambia","2070-2075","70--74",1,3,0.729,15,2070,2075
"Universal","Zambia","2015-2020","75--79",1,3,0.6,16,2015,2020
"Universal","Zambia","2020-2025","75--79",1,3,0.648,16,2020,2025
"Universal","Zambia","2025-2030","75--79",1,3,0.661,16,2025,2030
"Universal","Zambia","2030-2035","75--79",1,3,0.674,16,2030,2035
"Universal","Zambia","2035-2040","75--79",1,3,0.689,16,2035,2040
"Universal","Zambia","2040-2045","75--79",1,3,0.705,16,2040,2045
"Universal","Zambia","2045-2050","75--79",1,3,0.721,16,2045,2050
"Universal","Zambia","2050-2055","75--79",1,3,0.735,16,2050,2055
"Universal","Zambia","2055-2060","75--79",1,3,0.75,16,2055,2060
"Universal","Zambia","2060-2065","75--79",1,3,0.604,16,2060,2065
"Universal","Zambia","2065-2070","75--79",1,3,0.607,16,2065,2070
"Universal","Zambia","2070-2075","75--79",1,3,0.61,16,2070,2075
"Universal","Zambia","2015-2020","80--84",1,3,0.448,17,2015,2020
"Universal","Zambia","2020-2025","80--84",1,3,0.498,17,2020,2025
"Universal","Zambia","2025-2030","80--84",1,3,0.513,17,2025,2030
"Universal","Zambia","2030-2035","80--84",1,3,0.529,17,2030,2035
"Universal","Zambia","2035-2040","80--84",1,3,0.548,17,2035,2040
"Universal","Zambia","2040-2045","80--84",1,3,0.57,17,2040,2045
"Universal","Zambia","2045-2050","80--84",1,3,0.59,17,2045,2050
"Universal","Zambia","2050-2055","80--84",1,3,0.608,17,2050,2055
"Universal","Zambia","2055-2060","80--84",1,3,0.626,17,2055,2060
"Universal","Zambia","2060-2065","80--84",1,3,0.452,17,2060,2065
"Universal","Zambia","2065-2070","80--84",1,3,0.455,17,2065,2070
"Universal","Zambia","2070-2075","80--84",1,3,0.459,17,2070,2075
"Universal","Zambia","2015-2020","85--89",1,3,0.289,18,2015,2020
"Universal","Zambia","2020-2025","85--89",1,3,0.334,18,2020,2025
"Universal","Zambia","2025-2030","85--89",1,3,0.349,18,2025,2030
"Universal","Zambia","2030-2035","85--89",1,3,0.365,18,2030,2035
"Universal","Zambia","2035-2040","85--89",1,3,0.385,18,2035,2040
"Universal","Zambia","2040-2045","85--89",1,3,0.408,18,2040,2045
"Universal","Zambia","2045-2050","85--89",1,3,0.43,18,2045,2050
"Universal","Zambia","2050-2055","85--89",1,3,0.452,18,2050,2055
"Universal","Zambia","2055-2060","85--89",1,3,0.473,18,2055,2060
"Universal","Zambia","2060-2065","85--89",1,3,0.294,18,2060,2065
"Universal","Zambia","2065-2070","85--89",1,3,0.297,18,2065,2070
"Universal","Zambia","2070-2075","85--89",1,3,0.3,18,2070,2075
"Universal","Zambia","2015-2020","90--94",1,3,0.161,19,2015,2020
"Universal","Zambia","2020-2025","90--94",1,3,0.192,19,2020,2025
"Universal","Zambia","2025-2030","90--94",1,3,0.203,19,2025,2030
"Universal","Zambia","2030-2035","90--94",1,3,0.216,19,2030,2035
"Universal","Zambia","2035-2040","90--94",1,3,0.232,19,2035,2040
"Universal","Zambia","2040-2045","90--94",1,3,0.252,19,2040,2045
"Universal","Zambia","2045-2050","90--94",1,3,0.272,19,2045,2050
"Universal","Zambia","2050-2055","90--94",1,3,0.293,19,2050,2055
"Universal","Zambia","2055-2060","90--94",1,3,0.313,19,2055,2060
"Universal","Zambia","2060-2065","90--94",1,3,0.164,19,2060,2065
"Universal","Zambia","2065-2070","90--94",1,3,0.166,19,2065,2070
"Universal","Zambia","2070-2075","90--94",1,3,0.168,19,2070,2075
"Universal","Zambia","2015-2020","95+",1,3,0.084,20,2015,2020
"Universal","Zambia","2020-2025","95+",1,3,0.099,20,2020,2025
"Universal","Zambia","2025-2030","95+",1,3,0.105,20,2025,2030
"Universal","Zambia","2030-2035","95+",1,3,0.112,20,2030,2035
"Universal","Zambia","2035-2040","95+",1,3,0.122,20,2035,2040
"Universal","Zambia","2040-2045","95+",1,3,0.135,20,2040,2045
"Universal","Zambia","2045-2050","95+",1,3,0.148,20,2045,2050
"Universal","Zambia","2050-2055","95+",1,3,0.164,20,2050,2055
"Universal","Zambia","2055-2060","95+",1,3,0.178,20,2055,2060
"Universal","Zambia","2060-2065","95+",1,3,0.085,20,2060,2065
"Universal","Zambia","2065-2070","95+",1,3,0.086,20,2065,2070
"Universal","Zambia","2070-2075","95+",1,3,0.087,20,2070,2075
"Universal","Zambia","2015-2020","Newborn",2,3,0.95,0,2015,2020
"Universal","Zambia","2020-2025","Newborn",2,3,0.972,0,2020,2025
"Universal","Zambia","2025-2030","Newborn",2,3,0.974,0,2025,2030
"Universal","Zambia","2030-2035","Newborn",2,3,0.976,0,2030,2035
"Universal","Zambia","2035-2040","Newborn",2,3,0.977,0,2035,2040
"Universal","Zambia","2040-2045","Newborn",2,3,0.979,0,2040,2045
"Universal","Zambia","2045-2050","Newborn",2,3,0.98,0,2045,2050
"Universal","Zambia","2050-2055","Newborn",2,3,0.983,0,2050,2055
"Universal","Zambia","2055-2060","Newborn",2,3,0.985,0,2055,2060
"Universal","Zambia","2060-2065","Newborn",2,3,0.954,0,2060,2065
"Universal","Zambia","2065-2070","Newborn",2,3,0.957,0,2065,2070
"Universal","Zambia","2070-2075","Newborn",2,3,0.96,0,2070,2075
"Universal","Zambia","2015-2020","0--4",2,3,0.985,1,2015,2020
"Universal","Zambia","2020-2025","0--4",2,3,0.994,1,2020,2025
"Universal","Zambia","2025-2030","0--4",2,3,0.994,1,2025,2030
"Universal","Zambia","2030-2035","0--4",2,3,0.995,1,2030,2035
"Universal","Zambia","2035-2040","0--4",2,3,0.995,1,2035,2040
"Universal","Zambia","2040-2045","0--4",2,3,0.995,1,2040,2045
"Universal","Zambia","2045-2050","0--4",2,3,0.996,1,2045,2050
"Universal","Zambia","2050-2055","0--4",2,3,0.996,1,2050,2055
"Universal","Zambia","2055-2060","0--4",2,3,0.996,1,2055,2060
"Universal","Zambia","2060-2065","0--4",2,3,0.987,1,2060,2065
"Universal","Zambia","2065-2070","0--4",2,3,0.988,1,2065,2070
"Universal","Zambia","2070-2075","0--4",2,3,0.99,1,2070,2075
"Universal","Zambia","2015-2020","5--9",2,3,0.992,2,2015,2020
"Universal","Zambia","2020-2025","5--9",2,3,0.997,2,2020,2025
"Universal","Zambia","2025-2030","5--9",2,3,0.997,2,2025,2030
"Universal","Zambia","2030-2035","5--9",2,3,0.997,2,2030,2035
"Universal","Zambia","2035-2040","5--9",2,3,0.998,2,2035,2040
"Universal","Zambia","2040-2045","5--9",2,3,0.998,2,2040,2045
"Universal","Zambia","2045-2050","5--9",2,3,0.998,2,2045,2050
"Universal","Zambia","2050-2055","5--9",2,3,0.998,2,2050,2055
"Universal","Zambia","2055-2060","5--9",2,3,0.998,2,2055,2060
"Universal","Zambia","2060-2065","5--9",2,3,0.994,2,2060,2065
"Universal","Zambia","2065-2070","5--9",2,3,0.994,2,2065,2070
"Universal","Zambia","2070-2075","5--9",2,3,0.995,2,2070,2075
"Universal","Zambia","2015-2020","10--14",2,3,0.992,3,2015,2020
"Universal","Zambia","2020-2025","10--14",2,3,0.997,3,2020,2025
"Universal","Zambia","2025-2030","10--14",2,3,0.997,3,2025,2030
"Universal","Zambia","2030-2035","10--14",2,3,0.997,3,2030,2035
"Universal","Zambia","2035-2040","10--14",2,3,0.997,3,2035,2040
"Universal","Zambia","2040-2045","10--14",2,3,0.997,3,2040,2045
"Universal","Zambia","2045-2050","10--14",2,3,0.998,3,2045,2050
"Universal","Zambia","2050-2055","10--14",2,3,0.998,3,2050,2055
"Universal","Zambia","2055-2060","10--14",2,3,0.998,3,2055,2060
"Universal","Zambia","2060-2065","10--14",2,3,0.993,3,2060,2065
"Universal","Zambia","2065-2070","10--14",2,3,0.994,3,2065,2070
"Universal","Zambia","2070-2075","10--14",2,3,0.995,3,2070,2075
"Universal","Zambia","2015-2020","15--19",2,3,0.989,4,2015,2020
"Universal","Zambia","2020-2025","15--19",2,3,0.995,4,2020,2025
"Universal","Zambia","2025-2030","15--19",2,3,0.996,4,2025,2030
"Universal","Zambia","2030-2035","15--19",2,3,0.996,4,2030,2035
"Universal","Zambia","2035-2040","15--19",2,3,0.996,4,2035,2040
"Universal","Zambia","2040-2045","15--19",2,3,0.997,4,2040,2045
"Universal","Zambia","2045-2050","15--19",2,3,0.997,4,2045,2050
"Universal","Zambia","2050-2055","15--19",2,3,0.998,4,2050,2055
"Universal","Zambia","2055-2060","15--19",2,3,0.998,4,2055,2060
"Universal","Zambia","2060-2065","15--19",2,3,0.99,4,2060,2065
"Universal","Zambia","2065-2070","15--19",2,3,0.99,4,2065,2070
"Universal","Zambia","2070-2075","15--19",2,3,0.991,4,2070,2075
"Universal","Zambia","2015-2020","20--24",2,3,0.985,5,2015,2020
"Universal","Zambia","2020-2025","20--24",2,3,0.993,5,2020,2025
"Universal","Zambia","2025-2030","20--24",2,3,0.993,5,2025,2030
"Universal","Zambia","2030-2035","20--24",2,3,0.994,5,2030,2035
"Universal","Zambia","2035-2040","20--24",2,3,0.995,5,2035,2040
"Universal","Zambia","2040-2045","20--24",2,3,0.995,5,2040,2045
"Universal","Zambia","2045-2050","20--24",2,3,0.996,5,2045,2050
"Universal","Zambia","2050-2055","20--24",2,3,0.996,5,2050,2055
"Universal","Zambia","2055-2060","20--24",2,3,0.997,5,2055,2060
"Universal","Zambia","2060-2065","20--24",2,3,0.985,5,2060,2065
"Universal","Zambia","2065-2070","20--24",2,3,0.986,5,2065,2070
"Universal","Zambia","2070-2075","20--24",2,3,0.987,5,2070,2075
"Universal","Zambia","2015-2020","25--29",2,3,0.98,6,2015,2020
"Universal","Zambia","2020-2025","25--29",2,3,0.991,6,2020,2025
"Universal","Zambia","2025-2030","25--29",2,3,0.992,6,2025,2030
"Universal","Zambia","2030-2035","25--29",2,3,0.993,6,2030,2035
"Universal","Zambia","2035-2040","25--29",2,3,0.993,6,2035,2040
"Universal","Zambia","2040-2045","25--29",2,3,0.994,6,2040,2045
"Universal","Zambia","2045-2050","25--29",2,3,0.995,6,2045,2050
"Universal","Zambia","2050-2055","25--29",2,3,0.995,6,2050,2055
"Universal","Zambia","2055-2060","25--29",2,3,0.996,6,2055,2060
"Universal","Zambia","2060-2065","25--29",2,3,0.982,6,2060,2065
"Universal","Zambia","2065-2070","25--29",2,3,0.983,6,2065,2070
"Universal","Zambia","2070-2075","25--29",2,3,0.984,6,2070,2075
"Universal","Zambia","2015-2020","30--34",2,3,0.976,7,2015,2020
"Universal","Zambia","2020-2025","30--34",2,3,0.989,7,2020,2025
"Universal","Zambia","2025-2030","30--34",2,3,0.99,7,2025,2030
"Universal","Zambia","2030-2035","30--34",2,3,0.991,7,2030,2035
"Universal","Zambia","2035-2040","30--34",2,3,0.992,7,2035,2040
"Universal","Zambia","2040-2045","30--34",2,3,0.993,7,2040,2045
"Universal","Zambia","2045-2050","30--34",2,3,0.994,7,2045,2050
"Universal","Zambia","2050-2055","30--34",2,3,0.994,7,2050,2055
"Universal","Zambia","2055-2060","30--34",2,3,0.995,7,2055,2060
"Universal","Zambia","2060-2065","30--34",2,3,0.977,7,2060,2065
"Universal","Zambia","2065-2070","30--34",2,3,0.979,7,2065,2070
"Universal","Zambia","2070-2075","30--34",2,3,0.981,7,2070,2075
"Universal","Zambia","2015-2020","35--39",2,3,0.97,8,2015,2020
"Universal","Zambia","2020-2025","35--39",2,3,0.986,8,2020,2025
"Universal","Zambia","2025-2030","35--39",2,3,0.987,8,2025,2030
"Universal","Zambia","2030-2035","35--39",2,3,0.988,8,2030,2035
"Universal","Zambia","2035-2040","35--39",2,3,0.989,8,2035,2040
"Universal","Zambia","2040-2045","35--39",2,3,0.991,8,2040,2045
"Universal","Zambia","2045-2050","35--39",2,3,0.992,8,2045,2050
"Universal","Zambia","2050-2055","35--39",2,3,0.993,8,2050,2055
"Universal","Zambia","2055-2060","35--39",2,3,0.994,8,2055,2060
"Universal","Zambia","2060-2065","35--39",2,3,0.971,8,2060,2065
"Universal","Zambia","2065-2070","35--39",2,3,0.974,8,2065,2070
"Universal","Zambia","2070-2075","35--39",2,3,0.976,8,2070,2075
"Universal","Zambia","2015-2020","40--44",2,3,0.965,9,2015,2020
"Universal","Zambia","2020-2025","40--44",2,3,0.982,9,2020,2025
"Universal","Zambia","2025-2030","40--44",2,3,0.983,9,2025,2030
"Universal","Zambia","2030-2035","40--44",2,3,0.985,9,2030,2035
"Universal","Zambia","2035-2040","40--44",2,3,0.986,9,2035,2040
"Universal","Zambia","2040-2045","40--44",2,3,0.988,9,2040,2045
"Universal","Zambia","2045-2050","40--44",2,3,0.989,9,2045,2050
"Universal","Zambia","2050-2055","40--44",2,3,0.991,9,2050,2055
"Universal","Zambia","2055-2060","40--44",2,3,0.992,9,2055,2060
"Universal","Zambia","2060-2065","40--44",2,3,0.966,9,2060,2065
"Universal","Zambia","2065-2070","40--44",2,3,0.968,9,2065,2070
"Universal","Zambia","2070-2075","40--44",2,3,0.97,9,2070,2075
"Universal","Zambia","2015-2020","45--49",2,3,0.958,10,2015,2020
"Universal","Zambia","2020-2025","45--49",2,3,0.976,10,2020,2025
"Universal","Zambia","2025-2030","45--49",2,3,0.978,10,2025,2030
"Universal","Zambia","2030-2035","45--49",2,3,0.98,10,2030,2035
"Universal","Zambia","2035-2040","45--49",2,3,0.982,10,2035,2040
"Universal","Zambia","2040-2045","45--49",2,3,0.984,10,2040,2045
"Universal","Zambia","2045-2050","45--49",2,3,0.985,10,2045,2050
"Universal","Zambia","2050-2055","45--49",2,3,0.987,10,2050,2055
"Universal","Zambia","2055-2060","45--49",2,3,0.989,10,2055,2060
"Universal","Zambia","2060-2065","45--49",2,3,0.959,10,2060,2065
"Universal","Zambia","2065-2070","45--49",2,3,0.961,10,2065,2070
"Universal","Zambia","2070-2075","45--49",2,3,0.963,10,2070,2075
"Universal","Zambia","2015-2020","50--54",2,3,0.949,11,2015,2020
"Universal","Zambia","2020-2025","50--54",2,3,0.968,11,2020,2025
"Universal","Zambia","2025-2030","50--54",2,3,0.971,11,2025,2030
"Universal","Zambia","2030-2035","50--54",2,3,0.973,11,2030,2035
"Universal","Zambia","2035-2040","50--54",2,3,0.975,11,2035,2040
"Universal","Zambia","2040-2045","50--54",2,3,0.978,11,2040,2045
"Universal","Zambia","2045-2050","50--54",2,3,0.98,11,2045,2050
"Universal","Zambia","2050-2055","50--54",2,3,0.982,11,2050,2055
"Universal","Zambia","2055-2060","50--54",2,3,0.984,11,2055,2060
"Universal","Zambia","2060-2065","50--54",2,3,0.95,11,2060,2065
"Universal","Zambia","2065-2070","50--54",2,3,0.951,11,2065,2070
"Universal","Zambia","2070-2075","50--54",2,3,0.953,11,2070,2075
"Universal","Zambia","2015-2020","55--59",2,3,0.934,12,2015,2020
"Universal","Zambia","2020-2025","55--59",2,3,0.956,12,2020,2025
"Universal","Zambia","2025-2030","55--59",2,3,0.959,12,2025,2030
"Universal","Zambia","2030-2035","55--59",2,3,0.963,12,2030,2035
"Universal","Zambia","2035-2040","55--59",2,3,0.966,12,2035,2040
"Universal","Zambia","2040-2045","55--59",2,3,0.969,12,2040,2045
"Universal","Zambia","2045-2050","55--59",2,3,0.972,12,2045,2050
"Universal","Zambia","2050-2055","55--59",2,3,0.974,12,2050,2055
"Universal","Zambia","2055-2060","55--59",2,3,0.976,12,2055,2060
"Universal","Zambia","2060-2065","55--59",2,3,0.934,12,2060,2065
"Universal","Zambia","2065-2070","55--59",2,3,0.936,12,2065,2070
"Universal","Zambia","2070-2075","55--59",2,3,0.938,12,2070,2075
"Universal","Zambia","2015-2020","60--64",2,3,0.903,13,2015,2020
"Universal","Zambia","2020-2025","60--64",2,3,0.931,13,2020,2025
"Universal","Zambia","2025-2030","60--64",2,3,0.936,13,2025,2030
"Universal","Zambia","2030-2035","60--64",2,3,0.941,13,2030,2035
"Universal","Zambia","2035-2040","60--64",2,3,0.946,13,2035,2040
"Universal","Zambia","2040-2045","60--64",2,3,0.95,13,2040,2045
"Universal","Zambia","2045-2050","60--64",2,3,0.955,13,2045,2050
"Universal","Zambia","2050-2055","60--64",2,3,0.958,13,2050,2055
"Universal","Zambia","2055-2060","60--64",2,3,0.962,13,2055,2060
"Universal","Zambia","2060-2065","60--64",2,3,0.904,13,2060,2065
"Universal","Zambia","2065-2070","60--64",2,3,0.906,13,2065,2070
"Universal","Zambia","2070-2075","60--64",2,3,0.909,13,2070,2075
"Universal","Zambia","2015-2020","65--69",2,3,0.851,14,2015,2020
"Universal","Zambia","2020-2025","65--69",2,3,0.891,14,2020,2025
"Universal","Zambia","2025-2030","65--69",2,3,0.898,14,2025,2030
"Universal","Zambia","2030-2035","65--69",2,3,0.905,14,2030,2035
"Universal","Zambia","2035-2040","65--69",2,3,0.912,14,2035,2040
"Universal","Zambia","2040-2045","65--69",2,3,0.918,14,2040,2045
"Universal","Zambia","2045-2050","65--69",2,3,0.924,14,2045,2050
"Universal","Zambia","2050-2055","65--69",2,3,0.929,14,2050,2055
"Universal","Zambia","2055-2060","65--69",2,3,0.935,14,2055,2060
"Universal","Zambia","2060-2065","65--69",2,3,0.852,14,2060,2065
"Universal","Zambia","2065-2070","65--69",2,3,0.855,14,2065,2070
"Universal","Zambia","2070-2075","65--69",2,3,0.859,14,2070,2075
"Universal","Zambia","2015-2020","70--74",2,3,0.769,15,2015,2020
"Universal","Zambia","2020-2025","70--74",2,3,0.826,15,2020,2025
"Universal","Zambia","2025-2030","70--74",2,3,0.836,15,2025,2030
"Universal","Zambia","2030-2035","70--74",2,3,0.846,15,2030,2035
"Universal","Zambia","2035-2040","70--74",2,3,0.856,15,2035,2040
"Universal","Zambia","2040-2045","70--74",2,3,0.865,15,2040,2045
"Universal","Zambia","2045-2050","70--74",2,3,0.874,15,2045,2050
"Universal","Zambia","2050-2055","70--74",2,3,0.881,15,2050,2055
"Universal","Zambia","2055-2060","70--74",2,3,0.89,15,2055,2060
"Universal","Zambia","2060-2065","70--74",2,3,0.772,15,2060,2065
"Universal","Zambia","2065-2070","70--74",2,3,0.775,15,2065,2070
"Universal","Zambia","2070-2075","70--74",2,3,0.781,15,2070,2075
"Universal","Zambia","2015-2020","75--79",2,3,0.647,16,2015,2020
"Universal","Zambia","2020-2025","75--79",2,3,0.729,16,2020,2025
"Universal","Zambia","2025-2030","75--79",2,3,0.743,16,2025,2030
"Universal","Zambia","2030-2035","75--79",2,3,0.757,16,2030,2035
"Universal","Zambia","2035-2040","75--79",2,3,0.77,16,2035,2040
"Universal","Zambia","2040-2045","75--79",2,3,0.783,16,2040,2045
"Universal","Zambia","2045-2050","75--79",2,3,0.796,16,2045,2050
"Universal","Zambia","2050-2055","75--79",2,3,0.805,16,2050,2055
"Universal","Zambia","2055-2060","75--79",2,3,0.818,16,2055,2060
"Universal","Zambia","2060-2065","75--79",2,3,0.651,16,2060,2065
"Universal","Zambia","2065-2070","75--79",2,3,0.656,16,2065,2070
"Universal","Zambia","2070-2075","75--79",2,3,0.661,16,2070,2075
"Universal","Zambia","2015-2020","80--84",2,3,0.49,17,2015,2020
"Universal","Zambia","2020-2025","80--84",2,3,0.593,17,2020,2025
"Universal","Zambia","2025-2030","80--84",2,3,0.611,17,2025,2030
"Universal","Zambia","2030-2035","80--84",2,3,0.629,17,2030,2035
"Universal","Zambia","2035-2040","80--84",2,3,0.646,17,2035,2040
"Universal","Zambia","2040-2045","80--84",2,3,0.663,17,2040,2045
"Universal","Zambia","2045-2050","80--84",2,3,0.681,17,2045,2050
"Universal","Zambia","2050-2055","80--84",2,3,0.694,17,2050,2055
"Universal","Zambia","2055-2060","80--84",2,3,0.711,17,2055,2060
"Universal","Zambia","2060-2065","80--84",2,3,0.494,17,2060,2065
"Universal","Zambia","2065-2070","80--84",2,3,0.5,17,2065,2070
"Universal","Zambia","2070-2075","80--84",2,3,0.505,17,2070,2075
"Universal","Zambia","2015-2020","85--89",2,3,0.331,18,2015,2020
"Universal","Zambia","2020-2025","85--89",2,3,0.432,18,2020,2025
"Universal","Zambia","2025-2030","85--89",2,3,0.454,18,2025,2030
"Universal","Zambia","2030-2035","85--89",2,3,0.474,18,2030,2035
"Universal","Zambia","2035-2040","85--89",2,3,0.494,18,2035,2040
"Universal","Zambia","2040-2045","85--89",2,3,0.515,18,2040,2045
"Universal","Zambia","2045-2050","85--89",2,3,0.536,18,2045,2050
"Universal","Zambia","2050-2055","85--89",2,3,0.55,18,2050,2055
"Universal","Zambia","2055-2060","85--89",2,3,0.571,18,2055,2060
"Universal","Zambia","2060-2065","85--89",2,3,0.335,18,2060,2065
"Universal","Zambia","2065-2070","85--89",2,3,0.339,18,2065,2070
"Universal","Zambia","2070-2075","85--89",2,3,0.345,18,2070,2075
"Universal","Zambia","2015-2020","90--94",2,3,0.199,19,2015,2020
"Universal","Zambia","2020-2025","90--94",2,3,0.279,19,2020,2025
"Universal","Zambia","2025-2030","90--94",2,3,0.298,19,2025,2030
"Universal","Zambia","2030-2035","90--94",2,3,0.318,19,2030,2035
"Universal","Zambia","2035-2040","90--94",2,3,0.338,19,2035,2040
"Universal","Zambia","2040-2045","90--94",2,3,0.359,19,2040,2045
"Universal","Zambia","2045-2050","90--94",2,3,0.38,19,2045,2050
"Universal","Zambia","2050-2055","90--94",2,3,0.389,19,2050,2055
"Universal","Zambia","2055-2060","90--94",2,3,0.411,19,2055,2060
"Universal","Zambia","2060-2065","90--94",2,3,0.201,19,2060,2065
"Universal","Zambia","2065-2070","90--94",2,3,0.204,19,2065,2070
"Universal","Zambia","2070-2075","90--94",2,3,0.208,19,2070,2075
"Universal","Zambia","2015-2020","95+",2,3,0.106,20,2015,2020
"Universal","Zambia","2020-2025","95+",2,3,0.153,20,2020,2025
"Universal","Zambia","2025-2030","95+",2,3,0.166,20,2025,2030
"Universal","Zambia","2030-2035","95+",2,3,0.18,20,2030,2035
"Universal","Zambia","2035-2040","95+",2,3,0.195,20,2035,2040
"Universal","Zambia","2040-2045","95+",2,3,0.212,20,2040,2045
"Universal","Zambia","2045-2050","95+",2,3,0.229,20,2045,2050
"Universal","Zambia","2050-2055","95+",2,3,0.236,20,2050,2055
"Universal","Zambia","2055-2060","95+",2,3,0.253,20,2055,2060
"Universal","Zambia","2060-2065","95+",2,3,0.107,20,2060,2065
"Universal","Zambia","2065-2070","95+",2,3,0.108,20,2065,2070
"Universal","Zambia","2070-2075","95+",2,3,0.11,20,2070,2075
"Universal","Zambia","2015-2020","Newborn",1,4,0.947,0,2015,2020
"Universal","Zambia","2020-2025","Newborn",1,4,0.968,0,2020,2025
"Universal","Zambia","2025-2030","Newborn",1,4,0.971,0,2025,2030
"Universal","Zambia","2030-2035","Newborn",1,4,0.974,0,2030,2035
"Universal","Zambia","2035-2040","Newborn",1,4,0.976,0,2035,2040
"Universal","Zambia","2040-2045","Newborn",1,4,0.978,0,2040,2045
"Universal","Zambia","2045-2050","Newborn",1,4,0.98,0,2045,2050
"Universal","Zambia","2050-2055","Newborn",1,4,0.981,0,2050,2055
"Universal","Zambia","2055-2060","Newborn",1,4,0.983,0,2055,2060
"Universal","Zambia","2060-2065","Newborn",1,4,0.95,0,2060,2065
"Universal","Zambia","2065-2070","Newborn",1,4,0.952,0,2065,2070
"Universal","Zambia","2070-2075","Newborn",1,4,0.955,0,2070,2075
"Universal","Zambia","2015-2020","0--4",1,4,0.981,1,2015,2020
"Universal","Zambia","2020-2025","0--4",1,4,0.993,1,2020,2025
"Universal","Zambia","2025-2030","0--4",1,4,0.994,1,2025,2030
"Universal","Zambia","2030-2035","0--4",1,4,0.995,1,2030,2035
"Universal","Zambia","2035-2040","0--4",1,4,0.996,1,2035,2040
"Universal","Zambia","2040-2045","0--4",1,4,0.996,1,2040,2045
"Universal","Zambia","2045-2050","0--4",1,4,0.996,1,2045,2050
"Universal","Zambia","2050-2055","0--4",1,4,0.996,1,2050,2055
"Universal","Zambia","2055-2060","0--4",1,4,0.996,1,2055,2060
"Universal","Zambia","2060-2065","0--4",1,4,0.985,1,2060,2065
"Universal","Zambia","2065-2070","0--4",1,4,0.987,1,2065,2070
"Universal","Zambia","2070-2075","0--4",1,4,0.988,1,2070,2075
"Universal","Zambia","2015-2020","5--9",1,4,0.99,2,2015,2020
"Universal","Zambia","2020-2025","5--9",1,4,0.996,2,2020,2025
"Universal","Zambia","2025-2030","5--9",1,4,0.997,2,2025,2030
"Universal","Zambia","2030-2035","5--9",1,4,0.997,2,2030,2035
"Universal","Zambia","2035-2040","5--9",1,4,0.997,2,2035,2040
"Universal","Zambia","2040-2045","5--9",1,4,0.998,2,2040,2045
"Universal","Zambia","2045-2050","5--9",1,4,0.998,2,2045,2050
